Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total,Year Average,Year Median,Max Year,Min Year,First Quarter Sum,Second Quarter Sum,Third Quarter Sum,Fourth Quarter Sum,First Quarter Avg,Second Quarter Avg,Third Quarter Avg,Fourth Quarter Avg,First Half Year Total,First Half Year Average,Second Half Year Total,Second Half Year Average,Hospital_employees,Annual_Projected_Revenue,Buy_or_not
Hospital 242,Region 3,District 13,Instrument 2,9624,4814,4650,3908,4383,20113,19544,17921,21378,19292,20925,22283,168835,14069.58,18606.5,22283,3908,19088,28404,58843,62500,6362.67,9468,19614.33,20833.33,47492,121343,7915.33,20208,16,36720,1
Hospital 242,Region 3,District 13,Instrument 3,13,13,24,0,10,38,55,44,203,67,37,66,570,47.5,37.5,203,0,50,48,302,170,16.67,16,100.67,56.67,98,472,16.33,72.86,16,5220,1
Hospital 242,Region 3,District 13,Instrument 5,2723,1657,4759,3178,-506,4294,3685,4393,3899,4005,24,3812,35923,2993.58,3748.5,4759,-506,9139,6966,11977,7841,3046.33,2322,3992.33,2613.67,16105,19818,2684.17,3444.57,16,66060,1
Hospital 243,Region 5,District 13,Instrument 2,509,419,472,397,378,1908,1903,1882,1821,1586,1543,1682,14500,1208.33,1564.5,1908,378,1400,2683,5606,4811,466.67,894.33,1868.67,1603.67,4083,10417,680.5,1760.71,45,7392,1
Hospital 243,Region 5,District 13,Instrument 3,204,223,212,229,242,164,119,111,167,22,120,365,2178,181.5,185.5,365,22,639,635,397,507,213,211.67,132.33,169,1274,904,212.33,152.57,45,672,1
Hospital 243,Region 5,District 13,Instrument 5,121,89,107,63,115,92,118,114,70,93,82,99,1163,96.92,96,121,63,317,270,302,274,105.67,90,100.67,91.33,587,576,97.83,95.43,45,180,1
Hospital 243,Region 5,District 28,Instrument 2,63,73,63,86,126,63,79,63,68,63,98,80,925,77.08,70.5,126,63,199,275,210,241,66.33,91.67,70,80.33,474,451,79,73.43,27,480,1
Hospital 243,Region 5,District 28,Instrument 4,12,12,12,12,12,12,12,12,12,12,12,0,132,11,12,12,0,36,36,36,24,12,12,12,8,72,60,12,10.29,27,570,1
Hospital 244,Region 1,District 13,Instrument 2,564,889,666,608,621,3698,3756,3490,2835,3128,4238,3906,28399,2366.58,2981.5,4238,564,2119,4927,10081,11272,706.33,1642.33,3360.33,3757.33,7046,21353,1174.33,3578.71,75,39516,1
Hospital 244,Region 1,District 13,Instrument 3,1183,1325,1330,1336,1152,294,336,292,254,1252,367,400,9521,793.42,776,1336,254,3838,2782,882,2019,1279.33,927.33,294,673,6620,2901,1103.33,456.43,75,19320,1
Hospital 244,Region 1,District 13,Instrument 4,2299,2752,2090,1930,1920,0,0,0,0,0,0,0,10991,915.92,0,2752,0,7141,3850,0,0,2380.33,1283.33,0,0,10991,0,1831.83,0,75,18000,1
Hospital 244,Region 1,District 17,Instrument 2,1465,1422,1454,1535,550,1470,1377,1304,1420,1420,1263,1324,16004,1333.67,1420,1535,550,4341,3555,4101,4007,1447,1185,1367,1335.67,7896,8108,1316,1368.29,162,3588,1
Hospital 245,Region 2,District 13,Instrument 2,25095,33525,33487,35246,33603,44026,45756,44598,39447,41250,38388,43426,457847,38153.92,38917.5,45756,25095,92107,112875,129801,123064,30702.33,37625,43267,41021.33,204982,252865,34163.67,42413,310,10980,1
Hospital 245,Region 2,District 19,Instrument 2,592,596,592,593,591,568,600,600,620,619,-322,619,6268,522.33,594.5,620,-322,1780,1752,1820,916,593.33,584,606.67,305.33,3532,2736,588.67,472,585,34992,1
Hospital 245,Region 2,District 32,Instrument 2,-64,32,62,21,57,117,221,224,-19,-41,67,38,715,59.58,47.5,224,-64,30,195,426,64,10,65,142,21.33,225,490,37.5,86.71,2,2400,1
Hospital 245,Region 2,District 34,Instrument 2,2210,2155,2350,2482,1970,2192,1829,1778,2386,2621,2663,2030,26666,2222.17,2201,2663,1778,6715,6644,5993,7314,2238.33,2214.67,1997.67,2438,13359,13307,2226.5,2214.14,385,32028,1
Hospital 245,Region 2,District 34,Instrument 3,532,547,606,627,578,534,599,665,400,395,393,399,6275,522.92,540.5,665,393,1685,1739,1664,1187,561.67,579.67,554.67,395.67,3424,2851,570.67,483.57,385,8016,1
Hospital 245,Region 2,District 34,Instrument 7,3687,3687,3687,3687,3687,3748,3727,3727,3727,3727,3727,3727,44545,3712.08,3727,3748,3687,11061,11122,11181,11181,3687,3707.33,3727,3727,22183,22362,3697.17,3730,385,3600,1
Hospital 247,Region 1,District 13,Instrument 2,3580,2669,4171,4527,3259,6180,6588,4759,6552,5538,-4213,5954,49564,4130.33,4643,6588,-4213,10420,13966,17899,7279,3473.33,4655.33,5966.33,2426.33,24386,25178,4064.33,4479.71,85,40428,1
Hospital 247,Region 1,District 13,Instrument 3,134,132,130,132,135,1994,3069,1680,849,550,12228,93,21126,1760.5,342.5,12228,93,396,2261,5598,12871,132,753.67,1866,4290.33,2657,18469,442.83,2923.29,85,4320,1
Hospital 247,Region 1,District 13,Instrument 5,1431,1484,1385,1647,1500,1554,1670,1460,1320,1475,1521,1690,18137,1511.42,1492,1690,1320,4300,4701,4450,4686,1433.33,1567,1483.33,1562,9001,9136,1500.17,1527.14,85,22590,1
Hospital 247,Region 1,District 20,Instrument 2,0,557,0,478,0,414,0,490,0,82,0,465,2486,207.17,41,557,0,557,892,490,547,185.67,297.33,163.33,182.33,1449,1037,241.5,207.29,74,1800,1
Hospital 247,Region 1,District 20,Instrument 3,0,510,0,598,0,565,0,422,0,293,0,313,2701,225.08,146.5,598,0,510,1163,422,606,170,387.67,140.67,202,1673,1028,278.83,227.57,74,1800,1
Hospital 247,Region 1,District 32,Instrument 2,197,209,326,241,226,313,293,379,263,330,342,280,3399,283.25,286.5,379,197,732,780,935,952,244,260,311.67,317.33,1512,1887,252,314.29,5,1920,1
Hospital 248,Region 2,District 34,Instrument 2,410,850,627,675,670,636,663,629,684,695,679,671,7889,657.42,670.5,850,410,1887,1981,1976,2045,629,660.33,658.67,681.67,3868,4021,644.67,665.29,38,6708,1
Hospital 248,Region 2,District 34,Instrument 3,245,234,128,135,128,128,128,128,128,131,131,131,1775,147.92,129.5,245,128,607,391,384,393,202.33,130.33,128,131,998,777,166.33,129.29,38,2622,1
Hospital 25,Region 3,District 13,Instrument 2,14,52,63,60,79,82,97,95,96,55,91,113,897,74.75,80.5,113,14,129,221,288,259,43,73.67,96,86.33,350,547,58.33,89.86,3621,2520,1
Hospital 25,Region 3,District 15,Instrument 2,-198,-272,-19,-540,1699,2075,2169,1730,1720,1302,2159,2009,13834,1152.83,1709.5,2169,-540,-489,3234,5619,5470,-163,1078,1873,1823.33,2745,11089,457.5,1880.57,434,50832,1
Hospital 25,Region 3,District 15,Instrument 3,145,104,99,64,0,0,0,0,0,0,0,0,412,34.33,0,145,0,348,64,0,0,116,21.33,0,0,412,0,68.67,0,434,12510,1
Hospital 25,Region 3,District 18,Instrument 5,0,0,0,45,65,85,92,143,157,286,278,234,1385,115.42,88.5,286,0,0,195,392,798,0,65,130.67,266,195,1190,32.5,182.14,2020,664,1
Hospital 25,Region 3,District 18,Instrument 7,2663,2934,2759,285,284,312,314,316,316,1128,428,2936,14675,1222.92,372,2936,284,8356,881,946,4492,2785.33,293.67,315.33,1497.33,9237,5438,1539.5,821.43,2020,8115,1
Hospital 25,Region 3,District 20,Instrument 2,4923,0,5264,0,5330,0,4921,-9906,4951,0,4813,0,20296,1691.33,2406.5,5330,-9906,10187,5330,-34,4813,3395.67,1776.67,-11.33,1604.33,15517,4779,2586.17,682.71,265,35220,1
Hospital 25,Region 3,District 20,Instrument 3,2407,0,4417,0,5180,0,3605,0,4363,0,3316,0,23288,1940.67,1203.5,5180,0,6824,5180,7968,3316,2274.67,1726.67,2656,1105.33,12004,11284,2000.67,1612,265,9792,1
Hospital 25,Region 3,District 34,Instrument 3,5,5,5,5,5,5,5,5,5,5,5,5,60,5,5,5,5,15,15,15,15,5,5,5,5,30,30,5,5,80,166,1
Hospital 25,Region 3,District 8,Instrument 2,315,352,349,340,340,637,587,597,550,562,515,574,5718,476.5,532.5,637,315,1016,1317,1734,1651,338.67,439,578,550.33,2333,3385,388.83,574.57,68,3672,1
Hospital 250,Region 2,District 13,Instrument 2,420,276,197,567,943,1615,1350,1243,1330,1524,1538,1613,12616,1051.33,1286.5,1615,197,893,3125,3923,4675,297.67,1041.67,1307.67,1558.33,4018,8598,669.67,1459,83,1668,1
Hospital 250,Region 2,District 13,Instrument 3,139,143,122,153,126,863,492,2,22,1004,19,78,3163,263.58,132.5,1004,2,404,1142,516,1101,134.67,380.67,172,367,1546,1617,257.67,354.29,83,22518,1
Hospital 250,Region 2,District 20,Instrument 2,3283,0,3580,0,3530,0,3763,0,3212,0,3423,0,20791,1732.58,1606,3763,0,6863,3530,6975,3423,2287.67,1176.67,2325,1141,10393,10398,1732.17,1485.43,272,17271,1
Hospital 250,Region 2,District 20,Instrument 3,3049,0,2563,0,11340,0,4144,0,1556,0,1231,0,23883,1990.25,615.5,11340,0,5612,11340,5700,1231,1870.67,3780,1900,410.33,16952,6931,2825.33,990.14,272,1347,1
Hospital 251,Region 2,District 13,Instrument 2,2980,3374,3082,2936,3074,6441,6819,4879,6161,6342,59159,8212,113459,9454.92,5520,59159,2936,9436,12451,17859,73713,3145.33,4150.33,5953,24571,21887,91572,3647.83,14001.86,145,30614,1
Hospital 251,Region 2,District 15,Instrument 2,1868,2403,1903,2169,3425,2785,3073,3040,2749,2755,2970,2932,32072,2672.67,2770,3425,1868,6174,8379,8862,8657,2058,2793,2954,2885.67,14553,17519,2425.5,2900.57,15,4950,1
Hospital 251,Region 2,District 15,Instrument 3,229,261,217,245,0,0,0,0,0,0,0,0,952,79.33,0,261,0,707,245,0,0,235.67,81.67,0,0,952,0,158.67,0,15,252,1
Hospital 251,Region 2,District 20,Instrument 2,-4191,2031,5593,2464,5158,2712,6702,2149,5786,2259,6965,2208,39836,3319.67,2588,6965,-4191,3433,10334,14637,11432,1144.33,3444.67,4879,3810.67,13767,26069,2294.5,4111.57,587,3840,1
Hospital 251,Region 2,District 20,Instrument 3,6050,1203,6126,1268,9608,1368,7354,1428,9186,980,8617,1268,54456,4538,3739,9608,980,13379,12244,17968,10865,4459.67,4081.33,5989.33,3621.67,25623,28833,4270.5,4314.43,587,20349,1
Hospital 251,Region 2,District 28,Instrument 2,11927,13089,13144,11644,14202,13958,13127,13864,13777,11321,14775,13896,158724,13227,13460.5,14775,11321,38160,39804,40768,39992,12720,13268,13589.33,13330.67,77964,80760,12994,13531.14,435,60048,1
Hospital 251,Region 2,District 28,Instrument 3,1248,1242,1240,1277,1385,1347,1493,1469,1382,1256,1753,1348,16440,1370,1347.5,1753,1240,3730,4009,4344,4357,1243.33,1336.33,1448,1452.33,7739,8701,1289.83,1435.43,435,13542,1
Hospital 251,Region 2,District 28,Instrument 4,246,242,235,228,198,186,192,191,175,171,169,0,2233,186.08,191.5,246,0,723,612,558,340,241,204,186,113.33,1335,898,222.5,154.86,435,2928,1
Hospital 251,Region 2,District 28,Instrument 5,392,40,40,40,40,40,40,40,40,40,40,0,792,66,40,392,0,472,120,120,80,157.33,40,40,26.67,592,200,98.67,34.29,435,20610,1
Hospital 251,Region 2,District 28,Instrument 7,0,761,447,364,364,364,298,352,352,352,352,352,4358,363.17,352,761,0,1208,1092,1002,1056,402.67,364,334,352,2300,2058,383.33,346,435,10248,1
Hospital 251,Region 2,District 32,Instrument 2,1058,1406,1230,794,2019,1417,1270,1593,851,1237,1172,3267,17314,1442.83,1253.5,3267,794,3694,4230,3714,5676,1231.33,1410,1238,1892,7924,9390,1320.67,1543.86,202,21000,1
Hospital 251,Region 2,District 32,Instrument 3,157,165,469,280,201,157,181,148,158,154,163,164,2397,199.75,163.5,469,148,791,638,487,481,263.67,212.67,162.33,160.33,1429,968,238.17,160.71,202,2970,1
Hospital 251,Region 2,District 32,Instrument 5,9,10,9,11,14,12,12,12,12,12,12,12,137,11.42,12,14,9,28,37,36,36,9.33,12.33,12,12,65,72,10.83,12,202,4800,1
Hospital 251,Region 2,District 41,Instrument 2,11433,10448,11339,9622,9005,9725,4577,-9821,4868,7683,6084,-13369,61594,5132.83,8344,11433,-13369,33220,28352,-376,398,11073.33,9450.67,-125.33,132.67,61572,22,10262,1392.43,779,104553,1
Hospital 251,Region 2,District 41,Instrument 3,8789,8806,7736,8868,7774,7516,7594,7564,7640,7503,7883,4843,92516,7709.67,7688,8868,4843,25331,24158,22798,20229,8443.67,8052.67,7599.33,6743,49489,43027,8248.17,7220.43,779,59420,1
Hospital 251,Region 2,District 41,Instrument 5,2350,3537,16485,3340,3066,3193,3375,2990,2712,3441,3441,3275,51205,4267.08,3307.5,16485,2350,22372,9599,9077,10157,7457.33,3199.67,3025.67,3385.67,31971,19234,5328.5,3203.86,779,24246,1
Hospital 252,Region 2,District 34,Instrument 2,250,273,278,322,280,280,282,306,306,276,287,306,3446,287.17,281,322,250,801,882,894,869,267,294,298,289.67,1683,1763,280.5,291.86,33,5400,1
Hospital 252,Region 2,District 34,Instrument 3,27,27,27,33,31,31,31,31,31,31,31,31,362,30.17,31,33,27,81,95,93,93,27,31.67,31,31,176,186,29.33,31,33,1392,1
Hospital 252,Region 2,District 34,Instrument 5,8,8,8,8,8,8,8,8,81,82,85,78,390,32.5,8,85,8,24,24,97,245,8,8,32.33,81.67,48,342,8,50,33,1500,1
Hospital 252,Region 2,District 34,Instrument 7,114,114,118,113,111,108,117,128,40,40,40,40,1083,90.25,112,128,40,346,332,285,120,115.33,110.67,95,40,678,405,113,73.29,33,600,1
Hospital 254,Region 4,District 41,Instrument 2,107,107,151,93,103,104,113,106,84,105,94,95,1262,105.17,104.5,151,84,365,300,303,294,121.67,100,101,98,665,597,110.83,100.14,20,900,1
Hospital 254,Region 4,District 41,Instrument 3,1,1,0,2,2,2,1,0,1,1,0,17,28,2.33,1,17,0,2,6,2,18,0.67,2,0.67,6,8,20,1.33,3.14,20,900,1
Hospital 255,Region 4,District 13,Instrument 2,5093,6151,5766,7735,6892,3539,3414,3309,10240,10291,-15619,5471,52282,4356.83,5618.5,10291,-15619,17010,18166,16963,143,5670,6055.33,5654.33,47.67,35176,17106,5862.67,2949.29,162,30822,1
Hospital 255,Region 4,District 13,Instrument 3,87,91,95,93,94,2913,3558,2709,764,111,365,82,10962,913.5,103,3558,82,273,3100,7031,558,91,1033.33,2343.67,186,3373,7589,562.17,1500.29,162,30822,1
Hospital 255,Region 4,District 13,Instrument 4,11,7,9,8,9,0,0,0,0,0,0,0,44,3.67,0,11,0,27,17,0,0,9,5.67,0,0,44,0,7.33,0,162,502,1
Hospital 255,Region 4,District 20,Instrument 2,16132,478,-16267,821,8183,3362,4122,10395,3664,7217,6746,3217,48070,4005.83,3893,16132,-16267,343,12366,18181,17180,114.33,4122,6060.33,5726.67,12709,35361,2118.17,5531.86,776,2592,1
Hospital 255,Region 4,District 20,Instrument 3,605,0,671,0,601,0,630,0,657,0,562,0,3726,310.5,281,671,0,1276,601,1287,562,425.33,200.33,429,187.33,1877,1849,312.83,264.14,776,45306,1
Hospital 255,Region 4,District 20,Instrument 7,242,0,72,0,66,0,74,0,71,0,68,0,593,49.42,33,242,0,314,66,145,68,104.67,22,48.33,22.67,380,213,63.33,30.43,776,31500,1
Hospital 255,Region 4,District 8,Instrument 2,3070,3030,3093,3122,2746,3274,3121,3261,2711,3038,3220,3211,36897,3074.75,3107,3274,2711,9193,9142,9093,9469,3064.33,3047.33,3031,3156.33,18335,18562,3055.83,3119.43,262,47969,1
Hospital 259,Region 2,District 20,Instrument 2,0,-2712,0,3499,0,3402,0,3920,0,3357,0,3820,15286,1273.83,0,3920,-2712,-2712,6901,3920,7177,-904,2300.33,1306.67,2392.33,4189,11097,698.17,2071.29,78,22200,1
Hospital 259,Region 2,District 20,Instrument 3,0,6023,0,13091,0,8114,0,14336,36,7321,-5655,8217,51483,4290.25,3029.5,14336,-5655,6023,21205,14372,9883,2007.67,7068.33,4790.67,3294.33,27228,24255,4538,4624.14,78,16584,1
Hospital 259,Region 2,District 28,Instrument 2,4121,3125,3053,3221,3641,3633,4028,3326,3438,3601,3229,4373,42789,3565.75,3519.5,4373,3053,10299,10495,10792,11203,3433,3498.33,3597.33,3734.33,20794,21995,3465.67,3661.14,43,52529,1
Hospital 259,Region 2,District 28,Instrument 3,74,74,90,83,83,93,97,85,83,83,88,112,1045,87.08,84,112,74,238,259,265,283,79.33,86.33,88.33,94.33,497,548,82.83,91.57,43,26321,1
Hospital 259,Region 2,District 41,Instrument 2,1437,1437,1572,1658,1264,1597,1574,1685,1262,1626,1428,1354,17894,1491.17,1504.5,1685,1262,4446,4519,4521,4408,1482,1506.33,1507,1469.33,8965,8929,1494.17,1503.71,47,2280,1
Hospital 259,Region 2,District 41,Instrument 3,2714,2714,2416,2570,2886,2425,4116,4365,2825,2603,2404,2710,34748,2895.67,2712,4365,2404,7844,7881,11306,7717,2614.67,2627,3768.67,2572.33,15725,19023,2620.83,3064,47,4950,1
Hospital 259,Region 2,District 8,Instrument 2,580,754,653,729,756,948,974,1108,946,1041,1255,1409,11153,929.42,947,1409,580,1987,2433,3028,3705,662.33,811,1009.33,1235,4420,6733,736.67,1097.29,111,20143,1
Hospital 26,Region 5,District 13,Instrument 2,0,0,0,0,0,0,0,0,0,0,91432,6825,98257,8188.08,0,91432,0,0,0,0,98257,0,0,0,32752.33,0,98257,0,14036.71,413,83640,1
Hospital 26,Region 5,District 13,Instrument 3,0,0,0,0,0,0,0,0,0,0,0,1231,1231,102.58,0,1231,0,0,0,0,1231,0,0,0,410.33,0,1231,0,175.86,413,34992,1
Hospital 26,Region 5,District 13,Instrument 5,657,613,580,0,555,707,648,706,548,702,673,1494,7883,656.92,652.5,1494,0,1850,1262,1902,2869,616.67,420.67,634,956.33,3112,4771,518.67,782.57,413,25200,1
Hospital 26,Region 5,District 18,Instrument 2,17073,16307,16081,16055,15975,16785,17373,15639,15870,16494,15367,16889,195908,16325.67,16194,17373,15367,49461,48815,48882,48750,16487,16271.67,16294,16250,98276,97632,16379.33,16345.29,7424,50791,1
Hospital 26,Region 5,District 18,Instrument 7,4200,12266,11604,4211,4212,3981,4378,4775,5224,5085,4983,14713,79632,6636,4879,14713,3981,28070,12404,14377,24781,9356.67,4134.67,4792.33,8260.33,40474,39158,6745.67,6162.71,7424,76808,1
Hospital 26,Region 5,District 20,Instrument 2,1269,0,1207,0,1366,0,1576,0,1219,0,1177,0,7814,651.17,588.5,1576,0,2476,1366,2795,1177,825.33,455.33,931.67,392.33,3842,3972,640.33,567.43,192,40500,1
Hospital 26,Region 5,District 20,Instrument 3,1489,0,1045,0,1338,0,1515,0,1042,0,1346,0,7775,647.92,521,1515,0,2534,1338,2557,1346,844.67,446,852.33,448.67,3872,3903,645.33,557.57,192,6600,1
Hospital 26,Region 5,District 20,Instrument 7,2460,0,2543,0,2463,0,2712,0,2588,0,2668,0,15434,1286.17,1230,2712,0,5003,2463,5300,2668,1667.67,821,1766.67,889.33,7466,7968,1244.33,1138.29,192,860,1
Hospital 26,Region 5,District 44,Instrument 2,6971,5865,6027,6009,12330,16423,10745,10895,11763,11774,11072,13777,123651,10304.25,10983.5,16423,5865,18863,34762,33403,36623,6287.67,11587.33,11134.33,12207.67,53625,70026,8937.5,12349.86,191,57960,1
Hospital 26,Region 5,District 44,Instrument 3,6444,5383,5197,5222,0,0,0,0,0,0,0,0,22246,1853.83,0,6444,0,17024,5222,0,0,5674.67,1740.67,0,0,22246,0,3707.67,0,191,16200,1
Hospital 260,Region 4,District 32,Instrument 3,338,357,357,349,340,339,330,330,323,320,357,365,4105,342.08,339.5,365,320,1052,1028,983,1042,350.67,342.67,327.67,347.33,2080,2025,346.67,337.71,3321,151,1
Hospital 260,Region 4,District 41,Instrument 2,0,0,0,0,0,0,0,0,1,4,4983,3245,8233,686.08,0,4983,0,0,0,1,8232,0,0,0.33,2744,0,8233,0,1176.14,785,46692,1
Hospital 260,Region 4,District 41,Instrument 3,0,0,0,0,0,0,0,1,151,335,398,990,1875,156.25,0,990,0,0,0,152,1723,0,0,50.67,574.33,0,1875,0,267.86,785,45849,1
Hospital 260,Region 4,District 41,Instrument 5,64,79,64,64,64,64,64,64,64,64,64,64,783,65.25,64,79,64,207,192,192,192,69,64,64,64,399,384,66.5,64,785,14700,1
Hospital 262,Region 1,District 13,Instrument 2,5163,4990,6777,-4387,2613,4912,4610,5012,4661,3418,4090,4437,46296,3858,4635.5,6777,-4387,16930,3138,14283,11945,5643.33,1046,4761,3981.67,20068,26228,3344.67,4448.57,6,98680,1
Hospital 262,Region 1,District 13,Instrument 5,903,923,1076,886,829,880,894,872,826,849,853,874,10665,888.75,877,1076,826,2902,2595,2592,2576,967.33,865,864,858.67,5497,5168,916.17,864,6,17450,1
Hospital 262,Region 1,District 20,Instrument 2,19,7769,16,7697,41,8446,29,8143,64,6659,33,9993,48909,4075.75,3361.5,9993,16,7804,16184,8236,16685,2601.33,5394.67,2745.33,5561.67,23988,24921,3998,4766.71,637,57219,1
Hospital 262,Region 1,District 20,Instrument 3,0,14348,0,23088,0,28354,0,19697,0,18304,0,15212,119003,9916.92,7174,28354,0,14348,51442,19697,33516,4782.67,17147.33,6565.67,11172,65790,53213,10965,11652.43,637,52419,1
Hospital 262,Region 1,District 34,Instrument 2,2598,2435,2501,2489,2842,2419,2040,2343,3100,2973,2738,2989,31467,2622.25,2549.5,3100,2040,7534,7750,7483,8700,2511.33,2583.33,2494.33,2900,15284,16183,2547.33,2657.43,5,47324,1
Hospital 262,Region 1,District 34,Instrument 3,153,156,143,320,138,135,143,143,140,134,127,125,1857,154.75,141.5,320,125,452,593,426,386,150.67,197.67,142,128.67,1045,812,174.17,135.29,5,8103,1
Hospital 262,Region 1,District 34,Instrument 4,1042,1298,878,938,940,856,954,1075,0,0,0,0,7981,665.08,908,1298,0,3218,2734,2029,0,1072.67,911.33,676.33,0,5952,2029,992,412.14,5,3183,1
Hospital 262,Region 1,District 34,Instrument 5,94,102,133,86,89,73,91,86,87,114,101,109,1165,97.08,92.5,133,73,329,248,264,324,109.67,82.67,88,108,577,588,96.17,94.43,5,60000,1
Hospital 262,Region 1,District 34,Instrument 7,35,29,42,32,30,25,25,25,0,0,0,0,243,20.25,25,42,0,106,87,50,0,35.33,29,16.67,0,193,50,32.17,10.71,5,360,1
Hospital 263,Region 4,District 20,Instrument 2,132,41028,122,42998,119,15911,170,16576,120,15708,120,16055,149059,12421.58,7939,42998,119,41282,59028,16866,31883,13760.67,19676,5622,10627.67,100310,48749,16718.33,9237.14,545,6552,1
Hospital 263,Region 4,District 20,Instrument 3,0,0,0,0,0,31374,0,21560,0,19464,0,17621,90019,7501.58,0,31374,0,0,31374,21560,37085,0,10458,7186.67,12361.67,31374,58645,5229,12859.86,545,4980,1
Hospital 264,Region 1,District 2,Instrument 2,5895,5388,5351,5050,4799,4930,4908,4990,5066,5504,5293,5575,62749,5229.08,5179.5,5895,4799,16634,14779,14964,16372,5544.67,4926.33,4988,5457.33,31413,31336,5235.5,5180.86,1281,10091,1
Hospital 265,Region 4,District 20,Instrument 2,939,0,1084,0,406,0,1041,0,1154,0,1098,0,5722,476.83,203,1154,0,2023,406,2195,1098,674.33,135.33,731.67,366,2429,3293,404.83,470.43,278,85500,1
Hospital 265,Region 4,District 20,Instrument 3,20628,0,16523,0,16402,0,16625,0,16685,0,16644,0,103507,8625.58,8201,20628,0,37151,16402,33310,16644,12383.67,5467.33,11103.33,5548,53553,49954,8925.5,7136.29,278,26010,1
Hospital 265,Region 4,District 28,Instrument 2,2930,2986,2969,2802,3091,3383,2642,2514,2493,2387,2428,1989,32614,2717.83,2722,3383,1989,8885,9276,7649,6804,2961.67,3092,2549.67,2268,18161,14453,3026.83,2548,1,7560,1
Hospital 265,Region 4,District 28,Instrument 3,242,242,150,175,175,194,174,175,175,175,175,160,2212,184.33,175,242,150,634,544,524,510,211.33,181.33,174.67,170,1178,1034,196.33,175.43,1,20754,1
Hospital 265,Region 4,District 41,Instrument 2,8205,15360,-31192,11578,10993,10838,10822,10876,13480,11173,10291,11636,94060,7838.33,10934.5,15360,-31192,-7627,33409,35178,33100,-2542.33,11136.33,11726,11033.33,25782,68278,4297,11302.29,1580,124176,1
Hospital 265,Region 4,District 41,Instrument 3,3951,3951,3806,3919,3827,3909,4053,4016,4397,4882,5228,4788,50727,4227.25,3983.5,5228,3806,11708,11655,12466,14898,3902.67,3885,4155.33,4966,23363,27364,3893.83,4467.57,1580,75804,1
Hospital 266,Region 5,District 13,Instrument 2,17583,19498,17091,18547,18729,22405,23834,22961,22877,22838,34842,30692,271897,22658.08,22621.5,34842,17091,54172,59681,69672,88372,18057.33,19893.67,23224,29457.33,113853,158044,18975.5,25778.43,694,282948,1
